marka,model,araba_yasi,kilometre,motor_gucu,fiyat
subaru,Legacy,21,295000,94,305000
subaru,Legacy,23,265000,94,225000
subaru,Legacy,24,315000,94,225000
subaru,Legacy,27,235000,94,225000
subaru,Legacy,11,135000,111,455000
subaru,Legacy,12,265000,111,365000
subaru,Legacy,13,195000,111,455000
subaru,Legacy,13,185000,111,365000
subaru,Legacy,15,295000,111,365000
subaru,Legacy,18,165000,94,325000
subaru,Legacy,19,115000,94,325000
subaru,Legacy,21,275000,94,325000
subaru,Legacy,23,245000,94,245000
subaru,Legacy,24,295000,94,245000
subaru,Legacy,27,215000,94,245000
toyota,Avensis,10,132800,116,580000
toyota,Avensis,11,225760,116,580000
toyota,Avensis,13,151824,116,580000
toyota,Avensis,14,149800,161,698000
toyota,Avensis,16,194880,161,698000
toyota,Avensis,17,305000,116,308000
toyota,Avensis,17,175000,161,698000
toyota,Avensis,18,295600,116,303000
toyota,Avensis,19,236320,116,308000
toyota,Avensis,20,381100,116,277000
toyota,Avensis,20,261888,116,303000
toyota,Avensis,21,437600,161,432000
toyota,Avensis,22,239300,116,286000
toyota,Avensis,22,304880,116,277000
toyota,Avensis,23,275640,116,286000
toyota,Avensis,24,588060,161,432000
toyota,Avensis,25,310100,116,227000
toyota,Avensis,26,522120,161,432000
toyota,Avensis,28,446540,116,227000
toyota,Avensis,28,317940,116,227000
toyota,Avensis,29,300840,116,286000
toyota,Avensis,9,120000,116,600000
toyota,Avensis,10,200000,116,600000
toyota,Avensis,12,140000,116,600000
toyota,Avensis,13,135000,161,710000
toyota,Avensis,15,180000,161,710000
toyota,Avensis,16,290000,116,320000
toyota,Avensis,16,160000,161,710000
toyota,Avensis,17,280000,116,310000
toyota,Avensis,18,220000,116,320000
toyota,Avensis,19,360000,116,290000
toyota,Avensis,19,240000,116,310000
toyota,Avensis,20,420000,161,450000
toyota,Avensis,21,220000,116,300000
toyota,Avensis,21,290000,116,290000
toyota,Avensis,22,260000,116,300000
toyota,Avensis,23,560000,161,450000
toyota,Avensis,24,300000,116,240000
toyota,Avensis,25,500000,161,450000
toyota,Avensis,27,420000,116,240000
toyota,Avensis,27,300000,116,240000
toyota,Avensis,28,280000,116,300000
toyota,Avensis,9,140000,116,570000
toyota,Avensis,10,230000,116,570000
toyota,Avensis,12,160000,116,570000
toyota,Avensis,13,155000,161,680000
toyota,Avensis,15,200000,161,680000
toyota,Avensis,16,320000,116,290000
toyota,Avensis,16,180000,161,680000
toyota,Avensis,17,310000,116,280000
toyota,Avensis,18,250000,116,290000
toyota,Avensis,19,390000,116,260000
toyota,Avensis,19,270000,116,280000
toyota,Avensis,20,450000,161,410000
toyota,Avensis,21,250000,116,270000
toyota,Avensis,21,320000,116,260000
toyota,Avensis,22,280000,116,270000
toyota,Avensis,23,610000,161,410000
toyota,Avensis,24,320000,116,210000
toyota,Avensis,25,550000,161,410000
toyota,Avensis,27,450000,116,210000
toyota,Avensis,27,330000,116,210000
toyota,Avensis,28,310000,116,270000
toyota,Avensis,9,135000,116,585000
toyota,Avensis,10,215000,116,585000
toyota,Avensis,12,155000,116,585000
toyota,Avensis,13,145000,161,690000
toyota,Avensis,15,190000,161,690000
toyota,Avensis,16,315000,116,300000
toyota,Avensis,16,170000,161,690000
toyota,Avensis,17,300000,116,290000
toyota,Avensis,18,240000,116,300000
toyota,Avensis,19,380000,116,270000
toyota,Avensis,19,260000,116,290000
toyota,Avensis,20,440000,161,420000
toyota,Avensis,21,240000,116,280000
toyota,Avensis,21,310000,116,270000
toyota,Avensis,22,270000,116,280000
toyota,Avensis,23,590000,161,420000
toyota,Avensis,24,310000,116,220000
toyota,Avensis,25,530000,161,420000
toyota,Avensis,27,430000,116,220000
toyota,Avensis,27,310000,116,220000
toyota,Avensis,28,290000,116,280000
toyota,Avensis,9,125000,116,595000
toyota,Avensis,10,205000,116,595000
toyota,Avensis,12,145000,116,595000
toyota,Avensis,13,140000,161,700000
toyota,Avensis,15,185000,161,700000
toyota,Avensis,16,305000,116,310000
toyota,Avensis,16,165000,161,700000
toyota,Avensis,17,295000,116,300000
toyota,Avensis,18,235000,116,310000
toyota,Avensis,19,375000,116,280000
toyota,Avensis,19,255000,116,300000
toyota,Avensis,20,435000,161,430000
toyota,Avensis,21,235000,116,290000
toyota,Avensis,21,305000,116,280000
toyota,Avensis,22,265000,116,290000
toyota,Avensis,23,585000,161,430000
toyota,Avensis,24,305000,116,230000
toyota,Avensis,25,525000,161,430000
toyota,Avensis,27,425000,116,230000
toyota,Avensis,27,305000,116,230000
toyota,Avensis,28,285000,116,290000
toyota,Camry,11,107300,156,772000
toyota,Camry,13,139490,156,772000
toyota,Camry,14,5000,156,772000
toyota,Camry,18,335900,156,466000
toyota,Camry,19,396362,156,466000
toyota,Camry,21,403080,156,466000
toyota,Camry,10,100000,156,780000
toyota,Camry,12,130000,156,780000
toyota,Camry,13,10000,156,760000
toyota,Camry,17,320000,156,480000
toyota,Camry,18,380000,156,480000
toyota,Camry,20,380000,156,480000
toyota,Camry,10,115000,156,760000
toyota,Camry,12,145000,156,760000
toyota,Camry,13,15000,156,750000
toyota,Camry,17,350000,156,450000
toyota,Camry,18,410000,156,450000
toyota,Camry,20,430000,156,450000
toyota,Camry,10,110000,156,770000
toyota,Camry,12,140000,156,770000
toyota,Camry,13,12000,156,765000
toyota,Camry,17,340000,156,470000
toyota,Camry,18,400000,156,470000
toyota,Camry,20,410000,156,470000
toyota,Camry,10,120000,156,750000
toyota,Camry,12,150000,156,750000
toyota,Camry,13,20000,156,740000
toyota,Camry,17,360000,156,440000
toyota,Camry,18,420000,156,440000
toyota,Camry,20,440000,156,440000
toyota,Camry,10,105000,156,775000
toyota,Camry,12,135000,156,775000
toyota,Camry,13,8000,156,778000
toyota,Camry,17,325000,156,475000
toyota,Camry,18,385000,156,475000
toyota,Camry,20,390000,156,475000
toyota,Camry,10,118000,156,755000
toyota,Camry,12,148000,156,755000
toyota,Camry,13,18000,156,745000
toyota,Camry,17,355000,156,445000
toyota,Camry,18,415000,156,445000
toyota,Camry,20,435000,156,445000
toyota,Camry,10,108000,156,772000
toyota,Camry,12,138000,156,772000
toyota,Camry,13,10800,156,769000
toyota,Camry,17,338000,156,468000
toyota,Camry,18,398000,156,468000
toyota,Camry,20,405000,156,468000
toyota,Corolla,1,8000,132,1550000
toyota,Corolla,2,22000,120,1480000
toyota,Corolla,3,47300,92,642000
toyota,Corolla,4,60000,132,1300000
toyota,Corolla,4,31500,120,1410000
toyota,Corolla,4,5000,132,1550000
toyota,Corolla,5,75000,120,1250000
toyota,Corolla,5,5000,120,1480000
toyota,Corolla,6,73900,62,317000
toyota,Corolla,6,95000,132,1150000
toyota,Corolla,6,66500,132,1150000
toyota,Corolla,7,115000,110,980000
toyota,Corolla,7,5000,120,1250000
toyota,Corolla,8,107100,70,309000
toyota,Corolla,8,140000,120,940000
toyota,Corolla,8,5000,92,642000
toyota,Corolla,9,160000,110,880000
toyota,Corolla,9,169400,120,940000
toyota,Corolla,9,133280,110,980000
toyota,Corolla,9,5000,62,317000
toyota,Corolla,10,131200,62,250000
toyota,Corolla,10,119900,62,238000
toyota,Corolla,11,208300,62,199000
toyota,Corolla,11,158400,110,880000
toyota,Corolla,11,170880,70,309000
toyota,Corolla,11,137970,62,238000
toyota,Corolla,12,185400,112,488000
toyota,Corolla,12,168800,112,501000
toyota,Corolla,12,200000,110,750000
toyota,Corolla,13,159840,62,250000
toyota,Corolla,13,273600,110,750000
toyota,Corolla,13,249640,112,488000
toyota,Corolla,14,141300,70,250000
toyota,Corolla,14,272800,92,285000
toyota,Corolla,14,240000,100,550000
toyota,Corolla,15,197820,70,250000
toyota,Corolla,15,229500,112,501000
toyota,Corolla,15,188160,62,199000
toyota,Corolla,16,165200,70,207000
toyota,Corolla,16,300000,100,450000
toyota,Corolla,17,163000,70,200000
toyota,Corolla,17,304000,100,550000
toyota,Corolla,17,332800,100,450000
toyota,Corolla,18,333800,92,233000
toyota,Corolla,18,250440,92,285000
toyota,Corolla,19,252200,70,188000
toyota,Corolla,19,161100,73,222000
toyota,Corolla,19,252800,92,249000
toyota,Corolla,19,258400,70,200000
toyota,Corolla,19,174870,73,222000
toyota,Corolla,20,217360,70,188000
toyota,Corolla,20,219920,92,249000
toyota,Corolla,21,374000,70,150000
toyota,Corolla,21,317700,92,233000
toyota,Corolla,21,360640,70,188000
toyota,Corolla,21,248640,70,207000
toyota,Corolla,22,231500,62,159000
toyota,Corolla,22,382600,62,150000
toyota,Corolla,23,275640,62,159000
toyota,Corolla,23,205650,62,150000
toyota,Corolla,24,360900,70,150000
toyota,Corolla,25,444460,62,150000
toyota,Corolla,25,270450,62,159000
toyota,Corolla,25,261000,70,150000
toyota,Corolla,25,331850,73,222000
toyota,Corolla,26,442400,92,249000
toyota,Corolla,27,409500,70,150000
toyota,Corolla,1,10000,132,1530000
toyota,Corolla,2,25000,120,1460000
toyota,Corolla,3,40000,120,1390000
toyota,Corolla,3,50000,92,630000
toyota,Corolla,4,65000,132,1280000
toyota,Corolla,4,35000,120,1390000
toyota,Corolla,4,10000,132,1530000
toyota,Corolla,5,80000,120,1230000
toyota,Corolla,5,10000,120,1460000
toyota,Corolla,6,75000,62,310000
toyota,Corolla,6,100000,132,1130000
toyota,Corolla,6,70000,132,1130000
toyota,Corolla,7,120000,110,960000
toyota,Corolla,7,10000,120,1230000
toyota,Corolla,8,110000,70,300000
toyota,Corolla,8,150000,120,920000
toyota,Corolla,8,10000,92,630000
toyota,Corolla,9,170000,110,860000
toyota,Corolla,9,175000,120,920000
toyota,Corolla,9,140000,110,960000
toyota,Corolla,9,10000,62,300000
toyota,Corolla,10,140000,62,240000
toyota,Corolla,10,125000,62,230000
toyota,Corolla,11,215000,62,190000
toyota,Corolla,11,165000,110,860000
toyola,Corolla,11,175000,70,300000
toyota,Corolla,11,145000,62,230000
toyota,Corolla,12,190000,112,480000
toyota,Corolla,12,175000,112,490000
toyota,Corolla,12,210000,110,730000
toyota,Corolla,13,165000,62,240000
toyota,Corolla,13,280000,110,730000
toyota,Corolla,13,255000,112,480000
toyota,Corolla,14,150000,70,240000
toyota,Corolla,14,280000,92,275000
toyota,Corolla,14,250000,100,530000
toyota,Corolla,15,200000,70,240000
toyota,Corolla,15,235000,112,490000
toyota,Corolla,15,190000,62,190000
toyota,Corolla,16,170000,70,200000
toyota,Corolla,16,310000,100,430000
toyota,Corolla,17,170000,70,190000
toyota,Corolla,17,310000,100,530000
toyota,Corolla,17,340000,100,430000
toyota,Corolla,18,340000,92,220000
toyota,Corolla,18,260000,92,270000
toyota,Corolla,19,260000,70,180000
toyota,Corolla,19,170000,73,210000
toyota,Corolla,19,260000,92,240000
toyota,Corolla,19,270000,70,190000
toyota,Corolla,19,180000,73,210000
toyota,Corolla,20,220000,70,180000
toyota,Corolla,20,230000,92,240000
toyota,Corolla,21,380000,70,140000
toyota,Corolla,21,320000,92,220000
toyota,Corolla,21,370000,70,180000
toyota,Corolla,21,250000,70,200000
toyota,Corolla,22,240000,62,150000
toyota,Corolla,22,390000,62,140000
toyota,Corolla,23,280000,62,150000
toyota,Corolla,23,210000,62,140000
toyota,Corolla,24,370000,70,140000
toyota,Corolla,25,450000,62,140000
toyota,Corolla,25,280000,62,150000
toyota,Corolla,25,270000,70,140000
toyota,Corolla,25,340000,73,210000
toyota,Corolla,26,450000,92,240000
toyota,Corolla,27,420000,70,140000
toyota,Corolla,1,9000,132,1540000
toyota,Corolla,2,23000,120,1470000
toyota,Corolla,3,37000,120,1400000
toyota,Corolla,3,49000,92,635000
toyota,Corolla,4,62000,132,1290000
toyota,Corolla,4,33000,120,1400000
toyota,Corolla,4,7000,132,1540000
toyota,Corolla,5,77000,120,1240000
toyota,Corolla,5,7000,120,1470000
toyota,Corolla,6,76000,62,315000
toyota,Corolla,6,97000,132,1140000
toyota,Corolla,6,68000,132,1140000
toyota,Corolla,7,117000,110,970000
toyota,Corolla,7,7000,120,1240000
toyota,Corolla,8,109000,70,305000
toyota,Corolla,8,142000,120,930000
toyota,Corolla,8,7000,92,635000
toyota,Corolla,9,162000,110,870000
toyota,Corolla,9,171000,120,930000
toyota,Corolla,9,135000,110,970000
toyota,Corolla,9,7000,62,315000
toyota,Corolla,10,133000,62,245000
toyota,Corolla,10,121000,62,235000
toyota,Corolla,11,210000,62,195000
toyota,Corolla,11,160000,110,870000
toyota,Corolla,11,172000,70,305000
toyota,Corolla,11,139000,62,235000
toyota,Corolla,12,187000,112,485000
toyota,Corolla,12,170000,112,495000
toyota,Corolla,12,202000,110,745000
toyota,Corolla,13,161000,62,245000
toyota,Corolla,13,275000,110,745000
toyota,Corolla,13,251000,112,485000
toyota,Corolla,14,143000,70,245000
toyota,Corolla,14,274000,92,280000
toyota,Corolla,14,242000,100,545000
toyota,Corolla,15,199000,70,245000
toyota,Corolla,15,231000,112,495000
toyota,Corolla,15,189000,62,194000
toyota,Corolla,16,167000,70,202000
toyota,Corolla,16,302000,100,445000
toyota,Corolla,17,165000,70,195000
toyota,Corolla,17,306000,100,545000
toyota,Corolla,17,334000,100,445000
toyota,Corolla,18,335000,92,228000
toyota,Corolla,18,252000,92,280000
toyota,Corolla,19,254000,70,183000
toyota,Corolla,19,163000,73,217000
toyota,Corolla,19,254000,92,244000
toyota,Corolla,19,260000,70,195000
toyota,Corolla,19,176000,73,217000
toyota,Corolla,20,219000,70,183000
toyota,Corolla,20,221000,92,244000
toyota,Corolla,21,376000,70,145000
toyota,Corolla,21,319000,92,228000
toyota,Corolla,21,362000,70,183000
toyota,Corolla,21,250000,70,202000
toyota,Corolla,22,233000,62,154000
toyota,Corolla,22,384000,62,145000
toyota,Corolla,23,277000,62,154000
toyota,Corolla,23,207000,62,145000
toyota,Corolla,24,362000,70,145000
toyota,Corolla,25,446000,62,145000
toyota,Corolla,25,272000,62,154000
toyota,Corolla,25,263000,70,145000
toyota,Corolla,25,333000,73,217000
toyota,Corolla,26,444000,92,244000
toyota,Corolla,27,411000,70,145000
toyota,Corolla,1,7000,132,1560000
toyota,Corolla,2,20000,120,1490000
toyota,Corolla,3,33000,120,1420000
toyota,Corolla,3,45000,92,650000
toyota,Corolla,4,58000,132,1310000
toyota,Corolla,4,30000,120,1420000
toyota,Corolla,4,3000,132,1560000
toyota,Corolla,5,73000,120,1260000
toyota,Corolla,5,3000,120,1490000
toyota,Corolla,6,72000,62,320000
toyota,Corolla,6,93000,132,1160000
toyota,Corolla,6,65000,132,1160000
toyota,Corolla,7,113000,110,990000
toyota,Corolla,7,3000,120,1260000
toyota,Corolla,8,105000,70,312000
toyota,Corolla,8,138000,120,950000
toyota,Corolla,8,3000,92,650000
toyota,Corolla,9,158000,110,890000
toyota,Corolla,9,167000,120,950000
toyota,Corolla,9,131000,110,990000
toyota,Corolla,9,3000,62,320000
toyota,Corolla,10,129000,62,255000
toyota,Corolla,10,117000,62,240000
toyota,Corolla,11,206000,62,200000
toyota,Corolla,11,156000,110,890000
toyota,Corolla,11,168000,70,312000
toyota,Corolla,11,135000,62,240000
toyota,Corolla,12,183000,112,490000
toyota,Corolla,12,166000,112,505000
toyota,Corolla,12,198000,110,755000
toyota,Corolla,13,157000,62,255000
toyota,Corolla,13,271000,110,755000
toyota,Corolla,13,247000,112,490000
toyota,Corolla,14,139000,70,255000
toyota,Corolla,14,270000,92,290000
toyota,Corolla,14,238000,100,555000
toyota,Corolla,15,195000,70,255000
toyota,Corolla,15,227000,112,505000
toyota,Corolla,15,186000,62,200000
toyota,Corolla,16,163000,70,210000
toyota,Corolla,16,298000,100,455000
toyota,Corolla,17,161000,70,205000
toyota,Corolla,17,302000,100,555000
toyota,Corolla,17,330000,100,455000
toyota,Corolla,18,331000,92,238000
toyota,Corolla,18,248000,92,290000
toyota,Corolla,19,250000,70,190000
toyota,Corolla,19,159000,73,225000
toyota,Corolla,19,250000,92,250000
toyota,Corolla,19,256000,70,202000
toyota,Corolla,19,172000,73,225000
toyota,Corolla,20,215000,70,190000
toyota,Corolla,20,217000,92,250000
toyota,Corolla,21,372000,70,155000
toyota,Corolla,21,315000,92,238000
toyota,Corolla,21,358000,70,190000
toyota,Corolla,21,246000,70,210000
toyota,Corolla,22,229000,62,160000
toyota,Corolla,22,380000,62,152000
toyota,Corolla,23,273000,62,160000
toyota,Corolla,23,203000,62,152000
toyota,Corolla,24,358000,70,155000
toyota,Corolla,25,442000,62,152000
toyota,Corolla,25,268000,62,160000
toyota,Corolla,25,259000,70,152000
toyota,Corolla,25,329000,73,225000
toyota,Corolla,26,440000,92,250000
toyota,Corolla,27,407000,70,155000
toyota,Corolla,1,6000,132,1570000
toyota,Corolla,2,19000,120,1500000
toyota,Corolla,3,31000,120,1430000
toyota,Corolla,3,43000,92,660000
toyota,Corolla,4,56000,132,1320000
toyota,Corolla,4,29000,120,1430000
toyota,Corolla,4,1000,132,1570000
toyota,Corolla,5,71000,120,1270000
toyota,Corolla,5,1000,120,1500000
toyota,Corolla,6,71000,62,325000
toyota,Corolla,6,91000,132,1170000
toyota,Corolla,6,63000,132,1170000
toyota,Corolla,7,111000,110,1000000
toyota,Corolla,7,1000,120,1270000
toyota,Corolla,8,103000,70,315000
toyota,Corolla,8,136000,120,960000
toyota,Corolla,8,1000,92,660000
toyota,Corolla,9,156000,110,900000
toyota,Corolla,9,165000,120,960000
toyota,Corolla,9,129000,110,1000000
toyota,Corolla,9,1000,62,325000
toyota,Corolla,10,127000,62,260000
toyota,Corolla,10,115000,62,245000
toyota,Corolla,11,204000,62,205000
toyota,Corolla,11,154000,110,900000
toyota,Corolla,11,166000,70,315000
toyota,Corolla,11,133000,62,245000
toyota,Corolla,12,181000,112,492000
toyota,Corolla,12,164000,112,507000
toyota,Corolla,12,196000,110,760000
toyota,Corolla,13,155000,62,260000
toyota,Corolla,13,269000,110,760000
toyota,Corolla,13,245000,112,492000
toyota,Corolla,14,137000,70,260000
toyota,Corolla,14,268000,92,295000
toyota,Corolla,14,236000,100,560000
toyota,Corolla,15,193000,70,260000
toyota,Corolla,15,225000,112,507000
toyota,Corolla,15,184000,62,204000
toyota,Corolla,16,161000,70,212000
toyota,Corolla,16,296000,100,460000
toyota,Corolla,17,159000,70,207000
toyota,Corolla,17,300000,100,560000
toyota,Corolla,17,328000,100,460000
toyota,Corolla,18,329000,92,240000
toyota,Corolla,18,246000,92,295000
toyota,Corolla,19,248000,70,192000
toyota,Corolla,19,157000,73,227000
toyota,Corolla,19,248000,92,252000
toyota,Corolla,19,254000,70,204000
toyota,Corolla,19,170000,73,227000
toyota,Corolla,20,213000,70,192000
toyota,Corolla,20,215000,92,252000
toyota,Corolla,21,370000,70,157000
toyota,Corolla,21,313000,92,240000
toyota,Corolla,21,356000,70,192000
toyota,Corolla,21,244000,70,212000
toyota,Corolla,22,227000,62,162000
toyota,Corolla,22,378000,62,154000
toyota,Corolla,23,271000,62,162000
toyota,Corolla,23,201000,62,154000
toyota,Corolla,24,356000,70,157000
toyota,Corolla,25,440000,62,154000
toyota,Corolla,25,266000,62,162000
toyota,Corolla,25,257000,70,154000
toyota,Corolla,25,327000,73,227000
toyota,Corolla,26,438000,92,252000
toyota,Corolla,27,405000,70,157000
toyota,Yaris,15,178000,56,170000
toyota,Yaris,16,124600,56,170000
toyota,Yaris,18,221200,56,170000
toyota,Yaris,20,323000,56,150000
toyota,Yaris,21,226100,56,150000
toyota,Yaris,23,445750,56,150000
toyota,Yaris,14,165000,56,180000
toyota,Yaris,15,110000,56,180000
toyota,Yaris,17,210000,56,180000
toyota,Yaris,19,300000,56,160000
toyota,Yaris,20,210000,56,160000
toyota,Yaris,22,420000,56,160000
toyota,Yaris,24,470000,56,140000
toyota,Yaris,14,185000,56,160000
toyota,Yaris,15,130000,56,160000
toyota,Yaris,17,230000,56,160000
toyota,Yaris,19,340000,56,140000
toyota,Yaris,20,230000,56,140000
toyota,Yaris,22,440000,56,140000
toyota,Yaris,24,490000,56,130000
toyota,Yaris,14,175000,56,170000
toyota,Yaris,15,120000,56,170000
toyota,Yaris,17,220000,56,175000
toyota,Yaris,19,310000,56,150000
toyota,Yaris,20,220000,56,155000
toyota,Yaris,22,430000,56,150000
toyota,Yaris,24,480000,56,135000
toyota,Yaris,14,195000,56,150000
toyota,Yaris,15,140000,56,150000
toyota,Yaris,17,240000,56,150000
toyota,Yaris,19,350000,56,130000
toyota,Yaris,20,240000,56,130000
toyota,Yaris,22,450000,56,130000
toyota,Yaris,24,500000,56,125000
toyota,Yaris,14,180000,56,175000
toyota,Yaris,15,125000,56,175000
toyota,Yaris,17,225000,56,172000
toyota,Yaris,19,315000,56,145000
toyota,Yaris,20,225000,56,152000
toyota,Yaris,22,435000,56,145000
toyota,Yaris,24,485000,56,132000
toyota,Yaris,14,168000,56,182000
toyota,Yaris,15,115000,56,182000
toyota,Yaris,17,215000,56,182000
toyota,Yaris,19,305000,56,155000
toyota,Yaris,20,215000,56,158000
toyota,Yaris,22,425000,56,155000
toyota,Yaris,24,475000,56,137000
toyota,Yaris,14,190000,56,165000
toyota,Yaris,15,135000,56,165000
toyota,Yaris,17,235000,56,165000
toyota,Yaris,19,345000,56,135000
toyota,Yaris,20,235000,56,135000
toyota,Yaris,22,445000,56,135000
toyota,Yaris,24,495000,56,128000
toyota,Yaris,14,172000,56,178000
toyota,Yaris,15,118000,56,178000
toyota,Yaris,17,218000,56,178000
toyota,Yaris,19,308000,56,152000
toyota,Yaris,20,218000,56,157000
toyota,Yaris,22,428000,56,152000
toyota,Yaris,24,478000,56,134000
volkswagen,Golf 4,19,394700,85,188000
volkswagen,Golf 4,19,206700,85,250000
volkswagen,Golf 4,20,335495,85,188000
volkswagen,Golf 4,20,213820,85,250000
volkswagen,Golf 4,21,208000,85,217000
volkswagen,Golf 4,21,380100,90,178000
volkswagen,Golf 4,23,238800,85,217000
volkswagen,Golf 4,23,203350,85,250000
volkswagen,Golf 4,24,321600,85,217000
volkswagen,Golf 4,24,444640,90,178000
volkswagen,Golf 4,25,532140,90,178000
volkswagen,Golf 4,18,370000,85,200000
volkswagen,Golf 4,18,190000,85,260000
volkswagen,Golf 4,19,310000,85,200000
volkswagen,Golf 4,19,195000,85,260000
volkswagen,Golf 4,20,220000,85,230000
volkswagen,Golf 4,20,360000,90,190000
volkswagen,Golf 4,22,220000,85,230000
volkswagen,Golf 4,22,200000,85,260000
volkswagen,Golf 4,23,300000,85,230000
volkswagen,Golf 4,23,420000,90,190000
volkswagen,Golf 4,24,500000,90,190000
volkswagen,Golf 4,18,410000,85,170000
volkswagen,Golf 4,18,220000,85,230000
volkswagen,Golf 4,19,340000,85,170000
volkswagen,Golf 4,19,225000,85,230000
volkswagen,Golf 4,20,250000,85,200000
volkswagen,Golf 4,20,400000,90,160000
volkswagen,Golf 4,22,250000,85,200000
volkswagen,Golf 4,22,230000,85,230000
volkswagen,Golf 4,23,330000,85,200000
volkswagen,Golf 4,23,470000,90,160000
volkswagen,Golf 4,24,550000,90,160000
volkswagen,Golf 4,18,380000,85,190000
volkswagen,Golf 4,18,200000,85,240000
volkswagen,Golf 4,19,320000,85,190000
volkswagen,Golf 4,19,205000,85,240000
volkswagen,Golf 4,20,230000,85,220000
volkswagen,Golf 4,20,380000,90,180000
volkswagen,Golf 4,22,230000,85,220000
volkswagen,Golf 4,22,210000,85,240000
volkswagen,Golf 4,23,310000,85,220000
volkswagen,Golf 4,23,440000,90,180000
volkswagen,Golf 4,24,520000,90,180000
volkswagen,Golf 4,18,390000,85,185000
volkswagen,Golf 4,18,210000,85,235000
volkswagen,Golf 4,19,330000,85,185000
volkswagen,Golf 4,19,215000,85,235000
volkswagen,Golf 4,20,240000,85,215000
volkswagen,Golf 4,20,390000,90,175000
volkswagen,Golf 4,22,240000,85,215000
volkswagen,Golf 4,22,220000,85,235000
volkswagen,Golf 4,23,320000,85,215000
volkswagen,Golf 4,23,450000,90,175000
volkswagen,Golf 4,24,530000,90,175000
volkswagen,Golf 4,18,400000,85,175000
volkswagen,Golf 4,18,225000,85,225000
volkswagen,Golf 4,19,350000,85,165000
volkswagen,Golf 4,19,230000,85,225000
volkswagen,Golf 4,20,260000,85,195000
volkswagen,Golf 4,20,410000,90,155000
volkswagen,Golf 4,22,260000,85,195000
volkswagen,Golf 4,22,240000,85,225000
volkswagen,Golf 4,23,340000,85,195000
volkswagen,Golf 4,23,480000,90,155000
volkswagen,Golf 4,24,560000,90,155000
volkswagen,Golf 4,18,365000,85,205000
volkswagen,Golf 4,18,185000,85,265000
volkswagen,Golf 4,19,305000,85,205000
volkswagen,Golf 4,19,190000,85,265000
volkswagen,Golf 4,20,210000,85,240000
volkswagen,Golf 4,20,355000,90,200000
volkswagen,Golf 4,22,210000,85,240000
volkswagen,Golf 4,22,195000,85,265000
volkswagen,Golf 4,23,295000,85,240000
volkswagen,Golf 4,23,415000,90,200000
volkswagen,Golf 4,24,495000,90,200000
volkswagen,Golf 6,12,230800,88,309000
volkswagen,Golf 6,13,222600,90,311000
volkswagen,Golf 6,14,161560,88,309000
volkswagen,Golf 6,15,165000,110,422000
volkswagen,Golf 6,16,333900,90,311000
volkswagen,Golf 6,17,115500,110,422000
volkswagen,Golf 6,17,276000,88,309000
volkswagen,Golf 6,18,181500,110,422000
volkswagen,Golf 6,11,210000,88,315000
volkswagen,Golf 6,12,200000,90,320000
volkswagen,Golf 6,13,150000,88,320000
volkswagen,Golf 6,14,150000,110,430000
volkswagen,Golf 6,15,310000,90,320000
volkswagen,Golf 6,16,100000,110,430000
volkswagen,Golf 6,16,250000,88,320000
volkswagen,Golf 6,17,170000,110,430000
volkswagen,Golf 6,11,240000,88,290000
volkswagen,Golf 6,12,230000,90,290000
volkswagen,Golf 6,13,180000,88,290000
volkswagen,Golf 6,14,180000,110,410000
volkswagen,Golf 6,15,350000,90,290000
volkswagen,Golf 6,16,130000,110,410000
volkswagen,Golf 6,16,300000,88,290000
volkswagen,Golf 6,17,190000,110,410000
volkswagen,Golf 6,11,220000,88,305000
volkswagen,Golf 6,12,210000,90,305000
volkswagen,Golf 6,13,160000,88,305000
volkswagen,Golf 6,14,170000,110,415000
volkswagen,Golf 6,15,330000,90,305000
volkswagen,Golf 6,16,120000,110,415000
volkswagen,Golf 6,16,280000,88,305000
volkswagen,Golf 6,17,180000,110,415000
volkswagen,Golf 6,11,250000,88,280000
volkswagen,Golf 6,12,240000,90,280000
volkswagen,Golf 6,13,190000,88,280000
volkswagen,Golf 6,14,195000,110,400000
volkswagen,Golf 6,15,360000,90,280000
volkswagen,Golf 6,16,140000,110,400000
volkswagen,Golf 6,16,310000,88,280000
volkswagen,Golf 6,17,200000,110,400000
volkswagen,Golf 6,11,235000,88,295000
volkswagen,Golf 6,12,225000,90,295000
volkswagen,Golf 6,13,175000,88,295000
volkswagen,Golf 6,14,185000,110,405000
volkswagen,Golf 6,15,345000,90,295000
volkswagen,Golf 6,16,135000,110,405000
volkswagen,Golf 6,16,295000,88,295000
volkswagen,Golf 6,17,195000,110,405000
volkswagen,Golf 6,11,215000,88,310000
volkswagen,Golf 6,12,205000,90,310000
volkswagen,Golf 6,13,155000,88,310000
volkswagen,Golf 6,14,165000,110,420000
volkswagen,Golf 6,15,325000,90,310000
volkswagen,Golf 6,16,115000,110,420000
volkswagen,Golf 6,16,275000,88,310000
volkswagen,Golf 6,17,175000,110,420000
volkswagen,Golf 6,11,245000,88,285000
volkswagen,Golf 6,12,235000,90,285000
volkswagen,Golf 6,13,185000,88,285000
volkswagen,Golf 6,14,190000,110,402000
volkswagen,Golf 6,15,355000,90,285000
volkswagen,Golf 6,16,145000,110,402000
volkswagen,Golf 6,16,305000,88,285000
volkswagen,Golf 6,17,198000,110,402000
volkswagen,Golf 7,5,82000,110,1250000
volkswagen,Golf 7,6,100000,110,1150000
